991006458;ROLDANA P/TENDIDO RT3-1R(240)HG;2845;Ferretería;2846;Varios ferretería;0005;FADHEL;10.50;0.0000;0;01;RT3-1R;ROLDANA P/TENDIDO RT3-1R(240)HG;7
991006459;KIT P/PORTON CORRED.A CREM.1/3HP 600K. F00980-S;2851;Automatizacion de portones.;2852;Corredizos;0871;SEG;10.50;0.0000;0;01;F00980-S;KIT P/PORTON CORRED.A CREM.1/3HP 600K. F00980-S;
991006460;FIBRA OPTICA SM P/DUCTO 24 HILOS;2741;Cableado estructurado.;2753;Fibra óptica.;0574;FURUKAWA;21.00;5479.7270;0;01;;FIBRA OPTICA SM P/DUCTO 24 HILOS;
991006461;FAROLA  DE ALUMINIO  60cm E27  DECK 600;209;Jardín y Exterior;2684;Farolas;1027;LUMINIS;21.00;120736.5588;1;01;DECK 600;FAROLA  DE ALUMINIO  60cm E27  DECK 600;1
991006462;FAROLA DE  ALUMINIO 2000mm E27  DECK2000;209;Jardín y Exterior;2684;Farolas;1027;LUMINIS;21.00;319951.8808;1;01;DECK2000;Farola de aluminio 2000mm e27  deck2000;2
991006463;KIT DE EMERGENCIA P/INFANTI/TASSO LED;207;De Seguridad;2695;De Emergencia;0177;TICAR - LUCCIOLA;21.00;65734.3487;1;01;KIT EMERG.;KIT DE EMERGENCIA P/INFANTI/TASSO LED GEN2;1000
991006464;JTPSPB002015-PTC ST/PC-SC/PC MM DUPLEX 62.5/125 02x3x015MT.;2741;Cableado estructurado.;2756;Patch cords.;0632;ADECOMM;10.50;82296.1082;1;01;JTPSPB002015;JTPSPB002015-PTC ST/PC-SC/PC MM DUPLEX 62.5/125 02x3x015MT.;
991006465;CAP.MONOF.400 Vca. c/termin. 40   Mf.;117;Capacitores ilum. mot.;1959;Capacitores de Iluminación;0311;CORILUX;21.00;14561.3530;1;01;CCT023;CAP.MONOF.400 Vca. c/termin. 40   Mf.;
991006466;MOD.LOGO CMR2020   100335673;2586;PLC/ Reles programables;2589;Logo;0418;SIEMENS;21.00;2149655.5080;1;01;100335673;MOD.LOGO CMR2020   100335673;
991006467;LOGO 8 12/24 RCEo 12/24  100323890;2586;PLC/ Reles programables;2589;Logo;0418;SIEMENS;10.50;340510.1700;0;01;100323890;LOGO 8 12/24 RCEo 12/24  100323890;
991006468;LUMINARIA INDUSTRIAL S/REJA NEGRO;200;Techo;2676;Colgantes;0342;ALIC;21.00;68686.1686;1;01;ART0106;LUMINARIA INDUSTRIAL S/REJA NEGRO;
991006469;LUMINARIA INDUSTRIAL S/REJA BLANCO;200;Techo;2676;Colgantes;0342;ALIC;21.00;68686.1686;1;01;ART0107;LUMINARIA INDUSTRIAL S/REJA BLANCO;
991006470;FAROLA V4 2 LUCES LED 100W BCO.FRIO 90º IP66;209;Jardín y Exterior;2684;Farolas;1028;LEDSCENE;21.00;1032511.8700;0;01;AXF14SAP032CWB009066;FAROLA V4 2 LUCES LED 100W BCO.FRIO 90º IP66;0                                                  
991006471;FAROLA V4 3 LUCES LED 150W BCO.FRIO 90º IP66;209;Jardín y Exterior;2684;Farolas;1028;LEDSCENE;21.00;1570067.1657;0;01;AXF14SAP033CWB009066;FAROLA V4 3 LUCES LED 150W BCO.FRIO 90º IP66;0                                                  
991006472;SPOT EMB.MOVIL CHAPA CON ZOCALO 10CM NEGRO E3;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;450.8615;0;01;E3 NEGRO;SPOT EMB.MOVIL CHAPA SIN ZOCALO 12CM NEGRO E3;12
991006473;EMBUTIDO FIJO 100MM P/DICRO CON ZOCALO NEGRO  E8BIS;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;341.3666;0;01;E8 BIS;EMBUTIDO FIJO 100MM P/DICRO NEGRO  E8BIS;16
991006474;CONECTOR EN C 35 a 95mm;112;Material normalizado.;1464;Material normalizado;0038;FUSSE-LCT;21.00;6834.5282;1;01;CCT154;Conector en C 35 a 95mm;
991006475;INT.TERMOMAG. 4 x 63 A 6 KA C;2473;Interruptores termomagnéticos;2476;Int.termomagnético 6KA;0069;ABB;21.00;174610.2963;0;01;S204-C63;INT.TERMOMAG. 4 x 63 A 6 KA C;
991006476;INT.TERMOMAG. 4 x 32 A 6 KA C;2473;Interruptores termomagnéticos;2476;Int.termomagnético 6KA;0069;ABB;21.00;82127.8643;0;01;S204-C32;INT.TERMOMAG. 4 x 32 A 6 KA C;
991006477;INT.TERMOMAG. 2 x 20 A 6 KA C;2473;Interruptores termomagnéticos;2476;Int.termomagnético 6KA;0069;ABB;21.00;30217.2272;0;01;S202-C20;INT.TERMOMAG. 2 x 20 A 6 KA C;
991006478;EMBUTIDO FIJO 100MM P/DICRO CON ZOCALO ACERO E8 BIS;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;563.5769;0;01;E8 BIS;EMBUTIDO FIJO 100MM P/DICRO ACERO E8 BIS;17
991006479;EMBUT.MOVIL AR111 ACERO E111;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;1207.6647;0;01;E111 ACERO;EMBUT.MOVIL AR111 ACERO E111;30
991006480;BORNE TIERRA UK5-TWIN-PE   1923076;2579;Bornes;2580;Accesorios bornes;0362;PHOENIX CONTACT;21.00;0.0000;0;01;1923076;BORNE TIERRA UK5-TWIN-PE   1923076;
991006481;CONTACTOR MC-400  400A 220V;2526;Contactores;2528;Contactores tripolares;0799;LS;21.00;2329609.3846;1;01;MC400220;CONTACTOR MC-400  400A 220V;
991006482;BRIDA CHICA IMB14 T90 P/1LA7 100023796;142;Motores;2633;Accesorios Motores;0418;SIEMENS;21.00;57851.0232;0;01;100023796;BRIDA CHICA IMB14 T90 P/1LA7 100023796;
991006483;FRENTE CANDADO ROJO/AMAR P/ LINEA 200;2555;Seccionadores y conmutadoras;2556;Rotativos sin porta fusible;0133;VEFBEN;21.00;2377.9415;1;01;R143;FRENTE CANDADO ROJO/AMAR P/ LINEA 200;
991006484;GREENLEE 573XL LED Source;160;Herramientas;2799;Herramientas para redes;0079;IMPORTADO;10.50;2374278.7010;1;01;;GREENLEE 573XL LED Source;
991006485;GREENLEE 567XL LED Meter;160;Herramientas;2799;Herramientas para redes;0079;IMPORTADO;10.50;2908140.3583;1;01;;GREENLEE 567XL LED Meter;
991006486;GREENLEE T10ZP Adapter;160;Herramientas;2799;Herramientas para redes;0079;IMPORTADO;10.50;303007.3360;1;01;;GREENLEE T10ZP Adapter;
991006487;COLGANTE 35CM CON REJA NEGRO;200;Techo;2676;Colgantes;0753;LAUDA;21.00;154411.9587;1;01;C180R/35/1;COLGANTE 35CM CON REJA NEGRO ;9
991006488;APLIQUE 35CM  CON REJA BRAZO RECTO NEGRO;201;Pared;2679;Apliques;0753;LAUDA;21.00;186813.8892;1;01;A180R/35;APLIQUE 35CM  CON REJA NEGRO ;10
991006489;CAJA KIT DE CAMARAS - VALIJIN;2808;Cámaras;2815;720P;0981;DAHUA;21.00;4764.9800;0;01;;CAJA KIT DE CAMARAS - VALIJIN;0                                                  
991006490;FRIGOBAR 70L NEGRA C/PTA.METAL.;2859;Pequeños electrodomésticos;2874;Electrodomésticos.;0771;COOLBRAND;21.00;0.0000;0;01;HTE CB BC-46C;FRIGOBAR 70L NEGRA C/PTA.METAL.;
991008823;NVR2116HS-S2--16CH EN HASTA 5MPX.;2809;Equipos de grabación;2827;NVR - IPs;0981;DAHUA;21.00;157244.3400;0;01;DHI-NVR2116HS-S2;Nvr - 16 Canales Hasta 5MPX.;0                                                  
991006492;CARATULA P/EXTREMO CONTRAF.PARC.p/s9000 750x50 0997505;167;Gabinetes de medición;1091;Gabinetes met.estancos;0397;GEN ROD;21.00;11599.0821;1;01;0997505;CARATULA P/EXTREMO CONTRAF.PARC.p/s9000 750x50 0997505;
991006493;CONTRAF. PARCIAL ABULONADO CALADO p/s9000  750x150mm;167;Gabinetes de medición;1091;Gabinetes met.estancos;0397;GEN ROD;21.00;36897.2413;1;01;0997515C;CONTRAF. PARCIAL ABULONADO CALADO p/s9000  750x150mm;
991006494;CONTRAF. PARCIAL ABULONADO CALADO P/S9000 - 750X300;167;Gabinetes de medición;2119;Gabinetes para medidores.;0397;GEN ROD;21.00;70535.3346;1;01;0997530C;CONTRAF. PARCIAL ABULONADO CALADO P/S9000 - 750X300;
991006495;CONTRAF. PARCIAL ABULONADO CIEGO P/S9000 750X150;167;Gabinetes de medición;2119;Gabinetes para medidores.;0397;GEN ROD;21.00;0.0000;0;01;;CONTRAF. PARCIAL ABULONADO CIEGO P/S9000 750X150;
991006496;SOP.FIJACION RIEL PORTAEL -REGULACION 100 A 130 MM;167;Gabinetes de medición;2119;Gabinetes para medidores.;0397;GEN ROD;21.00;0.0000;0;01;;SOP.FIJACION RIEL PORTAEL -REGULACION 100 A 130 MM;1000
991006497;CERRADURA MEDIA VUELTA CON LLAVE MEDIANA ARO NEGRO;167;Gabinetes de medición;2119;Gabinetes para medidores.;0397;GEN ROD;21.00;25168.9910;1;01;320302;CERRADURA MEDIA VUELTA CON LLAVE MEDIANA ARO NEGRO;
991006498;ETIQUETA - RIESGO ELECTRICO  - 110X150 MM;167;Gabinetes de medición;2119;Gabinetes para medidores.;0397;GEN ROD;21.00;3103.9093;1;01;341001;ETIQUETA - RIESGO ELECTRICO  - 110X150 MM;
991006499;INT.CONM. 3 POLOS 16A  2VIAS 1..2  0/E032;2554;Interruptores a levas;2630;Interruptores rotativos.;0133;VEFBEN;21.00;35093.6431;1;01;0/E032;INT.CONM. 3 POLOS 16A  2VIAS 1..2  0/E032;
991006500;EMBUTIDO DICRO MOVIL REDONDO S/ZOCALO BLANCO 110mm;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;4469.6306;1;01;1210B (E3);Embutido dicroica GU10 móvil redondo sin zócalo blanco 110mm;42
991006501;EMBUTIDO DICRO MOVIL REDONDO S/ZOCALO NEGRO 110mm;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;4469.6306;1;01;1210N (E3);Embutido dicroica GU10 móvil redondo sin zócalo negro 110mm;
991006502;EMBUTIDO DICRO MOVIL REDONDO S/ZOCALO PLATIL 110mm;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;7722.2742;1;01;1210P (E3);Embutido dicroica GU10 móvil redondo sin zócalo platil 110mm;42
991006503;EMBUTIDO DICRO FIJO REDONDO S/ZOCALO  BLANCO 100mm;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;3118.7411;1;01;E8 BIS B;Embutido dicroica redondo fijo sin zócalo blanco 100mm;42
991006504;EMBUTIDO DICRO FIJO REDONDO S/ZOCALO NEGRO 100mm;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;3118.7411;1;01;E8 BIS N;Embutido dicroica fijo redondo sin zócalo negro 100mm;42
991006505;EMBUTIDO DICRO FIJO REDONDO S/ZOCALO  PLATIL 90mm;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;5152.7027;1;01;E8 BIS P;Embutido dicroica redondo fijo sin zócalo platil 90mm;42
991006506;EMBUTIDO DICRO MOVIL CUAD.S/ZOCALO BLANCO 100x100mm;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;5256.0958;1;01;10x10B;Embutido dicroica GU10 cuadrado móvil blanco sin zócalo 100x100mm;42
991006507;EMBUTIDO DICRO MOVIL CUAD.S/ZOCALO PLATIL 100x100mm;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;10473.2073;1;01;10x10P;Embutido dicroica GU10 cuadrado sin zócalo platil 10x10cm;42
991006508;EMBUTIDO AR111 REDONDO MOVIL S/ZOCALO  BLANCO;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;6847.6707;1;01;7000B (E111);Embutido redondo Ar111 móvil sin zocalo blanco;42
991006509;EMBUTIDO AR111 REDONDO MOVIL S/ZOCALO PLATIL;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;11029.1568;1;01;7000P (E111);Embutido AR111 redondo móvil sin zócalo platil;42
991006510;EMBUTIDO DICRO MOVIL REDONDO S/ZOCALO ALUMINIO 100mm BLANCO;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;11103.7354;1;01;E20B;Embutido dicroica GU10 móvil redondo sin zócalo aluminio 100mm blanco;42
991006511;EMBUTIDO DICRO MOVIL REDONDO S/ZOCALO ALUMINIO 100mm PLATIL;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;18748.0410;1;01;E20P;Embutido dicroica móvil redondo sin zócalo aluminio 100mm platil;42
991006512;EMBUTIDO DICRO MOVIL CUADRADO S/ZOCALO ALUMINIO 100X100 BLANCO;200;Techo;2673;Embutidos en Techo;0086;SPOTS LINE;21.00;11103.7354;1;01;E24 B;Embutido dicroica móvil GU10 cuadrado sin zócalo aluminio blanco 10x10cm;42
991006513;EMBUTIDO DICRO MOVIL CUADRADO S/ZOCALO ALUMINIO 100x100 PLATIL;200;Techo;2673;Embutidos en Techo;1023;SIXELECTRIC**;21.00;18748.0410;1;01;E24 PL;Embutido dicroica móvil cuadrado sin zócalo aluminio 100x100 platil ;42
991006514;TULIPA TIPO VASO DE COLG.4014;210;Repuestos y Accesorios;2715;Repuestos y Accesorios Agrupado;0652;BETILUZ;21.00;402.4552;0;01;4014 TULIPA;TULIPA  TIPO VASO DE COLG.4014;
991006515;LUMINARIA ALUMB.PUBLICO CITY;2;Iluminación;2738;Inactivos iluminacion;0225;LUMENAC;21.00;0.0000;0;01;CITY;LUMINARIA ALUMB.PUBLICO CITY;
991006516;INT. TMG. REG. T6S800 4X800 PR221DS-LS/I;2540;Interruptores de potencia;2550;800A;0069;ABB;21.00;7646129.0608;1;01;T6S4X800;INT. TMG. REG. T6S800 4X800 PR221DS-LS/I;
991006517;INT.TERMOMAG. 2 x 25 A 4.5 KA B;2473;Interruptores termomagnéticos;2475;Int.termomagnético 4.5KA;0069;ABB;21.00;22402.0876;0;01;SH202 L-B25;INT.TERMOMAG. 2 x 25 A 4.5 KA B;
991006518;INT.TERMOMAG. 2 x 50 A 4.5 KA B;2473;Interruptores termomagnéticos;2475;Int.termomagnético 4.5KA;0069;ABB;21.00;43052.1666;0;01;SH202 L-B50;INT.TERMOMAG. 2 x 50 A 4.5 KA B;
991006519;TUBO LED NANO  9W 4500K  TNL-T8060NW;147;Tubos;2211;Leds;0980;MACROLED;10.50;4572.7110;1;01;TNL-T8060NW;TUBO LED NANO 9W 4500K  TNL-T8060NW;15
991006520;LAMPARA PORTATIL  5 Mts. Gris  KL92305;173;Portátiles;1760;Armadas;0264;KALOP;21.00;12256.3920;1;01;KL92305;Lámpara 5m gris ;
991006521;CAMARA DH HAC-HDBW1200R-VF  2MP DOMO VARIFOCAL;2808;Cámaras;2816;1080P;0981;DAHUA;21.00;0.0000;0;01;HAC-HDBW1200R-VF;CAMARA DH HAC-HDBW1200R-VF  2MP DOMO VARIFOCAL;0                                                  
991006522;FUENTE SWITCHING  5V 2A.;107;Fuentes de alimentación;1500;Fuentes switching;0909;PRONEXT;21.00;13409.9634;0;01;FU5V2000;Fuente switching 5v 2a. FU5V2000 ;7
991006523;SWITCH CCTV ETHERNET PoE+ 24 PUERTOS;2742;Conectividad.;2761;Switchs;0981;DAHUA;21.00;748101.8600;0;01;S1024-420;CYGNUS S1024-420 - SWITCH CCTV ETHERNET PoE+ 24 PUERTOS;0                                                  
991006524;KIT HS2032 C/ HS2LCDRF9 +BAT+GAB+TRAFO;2810;Alarmas;2830;Centrales.;0993;DSC;21.00;386392.2282;0;01;HS2032/HS2LCDRF9;KIT HS2032 C/ HS2LCDRF9 +BAT+GAB+TRAFO;0                                                  
991006525;LAMP.LED "INDUSTRIAL" 105W E40 6000K;161;Lámparas;2641;* Led- Serie T grandes;0743;SIXELECTRIC;10.50;0.0000;0;01;TIND105D;LAMP.LED "INDUSTRIAL" 105W E40 6000K;
991006526;PANEL LED REDONDO EMBUTIR  6W 3000K;200;Techo;2673;Embutidos en Techo;0743;SIXELECTRIC;21.00;3265.3772;1;01;SXPRE6C;Panel led redondo embutir 6W 3000K ;33
991006527;PANEL LED REDONDO EMBUTIR  6W 4500K;200;Techo;2673;Embutidos en Techo;0743;SIXELECTRIC;21.00;3265.3772;1;01;SXPRE6N;Panel led redondo embutir 6W 4500K ;34
991006528;PANEL LED CUADRADO EMBUTIR  6W 3000K;200;Techo;2673;Embutidos en Techo;0743;SIXELECTRIC;21.00;3687.7123;1;01;SXPCE6C;Panel led cuadrado embutir 6W 3000K ;45
991006529;PANEL LED CUADRADO EMBUTIR  6W 4500K;200;Techo;2673;Embutidos en Techo;0743;SIXELECTRIC;21.00;3687.7123;1;01;SXPCE6N;Panel led cuadrado embutir 6W 4500K ;46
991006530;PANEL LED REDONDO APLICAR  6W 3000K;200;Techo;2672;Plafones;0743;SIXELECTRIC;21.00;3756.7928;1;01;SXPRA6C;Panel led redondo aplicar 6W 3000K ;68
991006531;PANEL LED REDONDO APLICAR  6W 4500K;200;Techo;2672;Plafones;0743;SIXELECTRIC;21.00;3756.7928;1;01;SXPRA6N;Panel led redondo aplicar 6W 4500K ;69
991006532;PANEL LED CUADRADO APLICAR  6W 3000K;200;Techo;2672;Plafones;0743;SIXELECTRIC;21.00;4239.6676;1;01;SXPCA6C;Panel led cuadrado aplicar 6W 3000K ;80
991006533;PANEL LED CUADRADO APLICAR  6W 4500K;200;Techo;2672;Plafones;0743;SIXELECTRIC;21.00;4239.6676;1;01;SXPCA6N;Panel led cuadrado aplicar 6W 4500K ;81
991006534;CAJA MIGNON 5x5 EMB.;121;Cajas plásticas.;1174;Cajas PVC;0889;NACIONAL;21.00;401.1315;1;01;5X5;CAJA MIGNON 5x5 EMB.;
991006535;PASACABLES KEL-FLB BLACK 46105;153;Barras De Cobre;2629;Accesorios P/Barras;0148;NOLLMAN;21.00;0.0000;0;01;46105;PASACABLES KEL-FLB BLACK 46105;
991006536;ALICATE CORTE CUERDA D/PIANO;1666;Herramientas de mano;2664;Alicates y cortacables;0429;BAHCO;21.00;54213.7385;1;01;2177-180A;Alicate corte cuerda de piano ;20
991006537;REFLECTOR LED C/PANEL SOLAR 5 W4000K SFL-K405B;205;Solar;2714;Solar Agrupado;1029;PURO ILUMINACION;21.00;4402.0562;0;01;SFL-K405B;REFLECTOR LED C/PANEL SOLAR 5 W4000K SFL-K405B;1
991006538;JABLINA LED C/PANEL SOLAR 1.6W SL 50C;205;Solar;2714;Solar Agrupado;1029;PURO ILUMINACION;21.00;2336.4760;0;01;SL 50C;JABLINA LED C/PANEL SOLAR 1.6W SL 50C;1000
991006539;APLIQUE SOLAR MULTIFUNCION (3EN1) 4000K SS SW 1660A;205;Solar;2714;Solar Agrupado;1029;PURO ILUMINACION;21.00;0.0000;1;01;SS SW 1660;APLIQUE SOLAR MULTIFUNCION (3EN1) 4000K SS SW 1660A;2
991006540;CABLECANAL RANUR.  60x70      x Tramo;2880;Cablecanal;2888;Ranurados;0111;HOYOS;21.00;22354.2371;1;01;60X70RF;CABLECANAL RANUR.  60x70      x Tramo;
991006541;PROVISION Y PUESTA EN MARCHA DE CERRADURA ELECTROMAGNETICA;1;GENERAL;1;GENERAL;0106;GENERICO;21.00;0.0000;0;01;;PROVISION Y PUESTA EN MARCHA DE CERRADURA ELECTROMAGNETICA;
991006542;PROTECTOR DE TENS.LAVARROPAS 2200W.P2mini;2850;Hogar;2869;Protectores de sobretensión;0530;STAND BY;21.00;30595.0448;1;01;PR2mini;Protector de tensión lavarropas 2200W ;
991006543;PROTECTOR DE TENS.HELAD. 1500W.P3mini;2850;Hogar;2869;Protectores de sobretensión;0530;STAND BY;21.00;28223.3359;1;01;PR3mini;Protector de tensión heladera 1500W ;
991006544;PROTECTOR DE TENS.TV-DVD-AUDIO 1500W PR4mini;2850;Hogar;2869;Protectores de sobretensión;0530;STAND BY;21.00;28223.3359;1;01;PR4mini;Protector de tensión TV DVD Audio 1500W ;
991006545;PROTECTOR DE TENS.AIRE AC. 2200W.PR5mini;2850;Hogar;2869;Protectores de sobretensión;0530;STAND BY;21.00;30595.0448;1;01;PR5mini;Protector de tensión aire acondicionado 2200W ;
991006546;PROTECTOR DE TENS.PEQ.ELECTROS 1200W.PR6mini;2850;Hogar;2869;Protectores de sobretensión;0530;STAND BY;21.00;28223.3359;1;01;PR6mini;Protector de tensión pequeños electrodomesticos 1200W ;
991006547;PROYECTOR C/EQUIPO SAP400 W ASIMETRICO MAX 2A 4SAP E;209;Jardín y Exterior;2681;Proyectores;0225;LUMENAC;21.00;4551.7683;0;01;MAX 2A 4SAP E;PROYECTOR C/EQUIPO SAP400 W ASIMETRICO MAX 2A 4SAP E;1000
991006548;CONTR. ABISAG. REG.CALADO  P/45-60  099889C;182;Cajas metálicas;2613;Accesorios p/ tableros;0397;GEN ROD;21.00;105751.1170;1;01;099889C;CONTR. ABISAG. REG.CALADO  P/45-60  099889C;
991006549;CONTR. ABISAG. REG.CALADO  P/30-45  099884C;182;Cajas metálicas;2613;Accesorios p/ tableros;0397;GEN ROD;21.00;63442.5115;1;01;099884C;CONTR. ABISAG. REG.CALADO  P/30-45  099884C;
991006550;TUBO LED ECOFIT LEDtube  8W 765 T8 600mm Vidrio;147;Tubos;2211;Leds;0163;PHILIPS;10.50;2763.9194;1;01;929001184808;Tubo led ecofit ledtube 8W 765 T8 600mm Vidrio ;
991006551;COLGANTE C/TUBO LED FORTE 2x18W 4000K BLANCO TASSO LED MAX;200;Techo;2676;Colgantes;0177;TICAR - LUCCIOLA;21.00;62216.9780;1;01;TLM218;Colgante c/tubo led forte 2x18W 4000K clanco tasso led max;300
991006552;FICHA MACHO RAP 16A 3P+T 380V PKX16M434;2912;Fichas industriales.;2913;Fichas y bases  16A;1006;SCHNEIDER;21.00;23083.9425;1;01;PKX16M434;FICHA MACHO RAP 16A 3P+T 380V PKX16M434;
991006553;CONMUTADORA  3X160A OT160E03CP;2555;Seccionadores y conmutadoras;2560;Conmutadoras manuales;0069;ABB;10.50;1220819.3744;1;01;OT160E03CP;CONMUTADORA  3X160A OT160E03CP;602
991006554;CONMUTADORA  3X250A OT250E03CP;2555;Seccionadores y conmutadoras;2560;Conmutadoras manuales;0069;ABB;10.50;1667183.4757;1;01;OT250E03CP;CONMUTADORA  3X250A OT250E03CP;604
991006555;CONMUTADORA MOTORIZADA 3X160A  220VCA;2540;Interruptores de potencia;2546;300A;0069;ABB;10.50;3688411.0259;1;01;OTM160E3C;CONMUTADORA MOTORIZADA 3X160A  220VCA;631
991006556;CONTACTO AUX PARA OT OA1G10;2555;Seccionadores y conmutadoras;2560;Conmutadoras manuales;0069;ABB;21.00;53918.5571;1;01;OA1G10;CONTACTO AUX PARA OT OA1G10;
991006557;SUBTERRANEO AISL. 1x185 XLPE;2921;Cables subterráneos;1358;Subterráneo unipolar;0298;CONDUCTORES;21.00;0.0000;1;01;;SUBTERRANEO AISL. 1x185 XLPE;
991006558;TIMBRE INALAMBRICO MOD.610;145;Timbres /pulsadores;1953;Timbres inalámbricos;0743;SIXELECTRIC;21.00;15377.8416;0;01;TIMBRE610;TIMBRE INALAMBRICO MOD.610;
991006559;TIMBRE INAL."OVALO" NG.MOD.9612;145;Timbres /pulsadores;1953;Timbres inalámbricos;0743;SIXELECTRIC;21.00;0.0000;0;01;TIMBRE9612NG;TIMBRE INAL."OVALO" NG.MOD.9612;
991006560;TIMBRE INAL."OVALO" RO.MOD.9612;145;Timbres /pulsadores;1953;Timbres inalámbricos;0743;SIXELECTRIC;21.00;18346.1047;0;01;TIMBRE9612RO;TIMBRE INAL."OVALO" RO.MOD.9612;
991006561;TIMBRE INAL."OVALO" AZ.MOD.9612;145;Timbres /pulsadores;1953;Timbres inalámbricos;0743;SIXELECTRIC;21.00;0.0000;0;01;TIMBRE9612AZ;TIMBRE INAL."OVALO" AZ.MOD.9612;
991006562;TIMBRE INAL."PREMIUM" NG.MOD.9621;145;Timbres /pulsadores;1953;Timbres inalámbricos;0743;SIXELECTRIC;21.00;0.0000;0;01;TIMBRE9621NG;TIMBRE INAL."PREMIUM" NG.MOD.9621;
991006563;TIMBRE INAL."PREMIUM" GR.MOD.9621;145;Timbres /pulsadores;1953;Timbres inalámbricos;0743;SIXELECTRIC;21.00;23681.4515;0;01;TIMBRE9621GR;TIMBRE INAL."PREMIUM" GR.MOD.9621;
991006564;TIMBRE INAL."PREMIUM" BL.MOD.9621;145;Timbres /pulsadores;1953;Timbres inalámbricos;0743;SIXELECTRIC;21.00;0.0000;0;01;TIMBRE9621BL;TIMBRE INAL."PREMIUM" BL.MOD.9621;
991006565;TIMBRE C/SENSOR PARA ACCESOS MOD.320;145;Timbres /pulsadores;1953;Timbres inalámbricos;0743;SIXELECTRIC;21.00;0.0000;1;01;TIMBRE320;Timbre con sensor para accesos modelo 320 ;
991006566;RESISTENCIA CALEFACT.220V 40W/M 100º;138;Resistencias;1325;Varios...;0889;NACIONAL;21.00;0.0000;1;01;;RESISTENCIA CALEFACT.220V 35W 100º;
991006567;CABLE UTP CAT6 INTERIOR x305MTS, EPUYEN, COLOR NARANJA, COBRE (CERTIFICADO);2741;Cableado estructurado.;2752;Cable UTP/FTP;0673;EPUYEN;21.00;345461.0500;1;01;UTP6EPU;Cable utp CAT6  interior naranja;
991006568;CAB.G.PUÑO C/RETENCION NEGRO D40  ZB5AS52;2601;Botoneras/ lentes /selectoras;2603;Botoneras p/cajas;0384;TELEMECANIQUE;21.00;34381.1993;0;01;ZB5AS52;CAB.G.PUÑO C/RETENCION NEGRO D40  ZB5AS52;
991006569;VOLTIMETR.CC 96x96  750-0-750 CL.1.5;2510;Inst. medición tableros;2512;Voltímetro;0148;NOLLMAN;21.00;301999.3746;1;01;VA92105003;VOLTIMETR.CC 96x96  750-0-750 CL.1.5;
991006570;VOLTIMETR.CC 96x96  600-0-600 CL.1.5;2510;Inst. medición tableros;2512;Voltímetro;0148;NOLLMAN;21.00;278402.3418;1;01;VA92106003;VOLTIMETR.CC 96x96  600-0-600 CL.1.5;
991006571;FUENTE SITOP  120/230V. 2.5A. 6EP 100199786;2586;PLC/ Reles programables;2587;PLC;0418;SIEMENS;21.00;680228.1699;1;01;100199786;FUENTE SITOP  120/230V. 2.5A. 6EP 100199786;
991006572;REJILLA PLAST. C/ FILTRO EXT.255x255 C/ COOLER 6" 220VCA;182;Cajas metálicas;1229;Gabinetes metálicos estancos;0979;TECNOBOX;21.00;326978.6522;1;01;FK3325-100;REJILLA PLAST. C/ FILTRO EXT.255x255 C/ COOLER 6" 220VCA;301
991006573;REJILLA PLAST. C/ FILTRO EXT. 255x255;182;Cajas metálicas;1229;Gabinetes metálicos estancos;0979;TECNOBOX;21.00;92459.5042;1;01;FK3325-200;REJILLA PLAST. C/ FILTRO EXT. 255x255;302
991006574;APLIQUE 2 LUCES 10W LED 4000K BLANCO C/ CROMO  L0410;201;Pared;2679;Apliques;0592;MARKAS;21.00;23389.5954;1;01;L0410;APLIQUE 2 LUCES 10W LED 4000K BLANCO C/ CROMO  L0410;1000
991006575;APLIQUE 3 LUCES 15WLED 4000K BLANCO C/CROMO L0415;200;Techo;2674;Sistemas de Iluminación;0592;MARKAS;21.00;31191.5766;1;01;L0415;APLIQUE 3 LUCES 15WLED 4000K BLANCO C/CROMO L0415;1000
991006576;COLGANTE 0.50cm LED 96W 4000K BLANCO L7596C;200;Techo;2676;Colgantes;0592;MARKAS;21.00;239138.7175;1;01;L7596;COLGANTE 0.50cm LED 96W 4000K BLANCO L7596;12
